,Date,Home,Away,DidHomeWin
1923,2016-12-20,Milwaukee,Cleveland,False
1924,2016-12-20,Golden State,Utah,True
1925,2016-12-20,LA Clippers,Denver,True
1926,2016-12-20,Sacramento,Portland,True
1927,2016-12-21,Cleveland,Milwaukee,True
1928,2016-12-21,Atlanta,Minnesota,False
1929,2016-12-21,Detroit,Memphis,False
1930,2016-12-21,Chicago,Washington,False
1931,2016-12-21,New Orleans,Okla City,False
1932,2016-12-21,Phoenix,Houston,False
1933,2016-12-21,Utah,Sacramento,False
1934,2016-12-21,Portland,Dallas,False
1935,2016-12-22,Indiana,Boston,False
1936,2016-12-22,Brooklyn,Golden State,False
1937,2016-12-22,New York,Orlando,True
1938,2016-12-22,Miami,LA Lakers,True
1939,2016-12-22,LA Clippers,San Antonio,True
1940,2016-12-23,Charlotte,Chicago,True
1941,2016-12-23,Orlando,LA Lakers,True
1942,2016-12-23,Boston,Okla City,False
1943,2016-12-23,Cleveland,Brooklyn,True
1944,2016-12-23,Detroit,Golden State,False
1945,2016-12-23,Memphis,Houston,True
1946,2016-12-23,Milwaukee,Washington,True
1947,2016-12-23,Minnesota,Sacramento,False
1948,2016-12-23,New Orleans,Miami,True
1949,2016-12-23,Denver,Atlanta,False
1950,2016-12-23,Phoenix,Philadelphia,True
1951,2016-12-23,Utah,Toronto,False
1952,2016-12-23,Portland,San Antonio,False
1953,2016-12-23,LA Clippers,Dallas,False
1954,2016-12-25,New York,Boston,False
1955,2016-12-25,Cleveland,Golden State,True
1956,2016-12-25,San Antonio,Chicago,True
1957,2016-12-25,Okla City,Minnesota,True
1958,2016-12-25,LA Lakers,LA Clippers,True
1959,2016-12-26,Orlando,Memphis,True
1960,2016-12-26,Washington,Milwaukee,True
1961,2016-12-26,Brooklyn,Charlotte,True
1962,2016-12-26,Detroit,Cleveland,True
1963,2016-12-26,Chicago,Indiana,True
1964,2016-12-26,Houston,Phoenix,True
1965,2016-12-26,Minnesota,Atlanta,True
1966,2016-12-26,New Orleans,Dallas,True
1967,2016-12-26,Portland,Toronto,False
1968,2016-12-26,LA Clippers,Denver,False
1969,2016-12-26,Sacramento,Philadelphia,True
1970,2016-12-27,Boston,Memphis,True
1971,2016-12-27,Miami,Okla City,False
1972,2016-12-27,Dallas,Houston,False
1973,2016-12-27,LA Lakers,Utah,False
1974,2016-12-28,Orlando,Charlotte,False
1975,2016-12-28,Washington,Indiana,True
1976,2016-12-28,Atlanta,New York,True
1977,2016-12-28,Detroit,Milwaukee,False
1978,2016-12-28,Chicago,Brooklyn,True
1979,2016-12-28,New Orleans,LA Clippers,True
1980,2016-12-28,San Antonio,Phoenix,True
1981,2016-12-28,Denver,Minnesota,True
1982,2016-12-28,Portland,Sacramento,True
1983,2016-12-28,Golden State,Toronto,True
1984,2016-12-29,Charlotte,Miami,True
1985,2016-12-29,Cleveland,Boston,True
1986,2016-12-29,Memphis,Okla City,True
1987,2016-12-29,Phoenix,Toronto,True
1988,2016-12-29,Utah,Philadelphia,True
1989,2016-12-29,LA Lakers,Dallas,False
1990,2016-12-30,Indiana,Chicago,True
1991,2016-12-30,Washington,Brooklyn,True
1992,2016-12-30,Boston,Miami,True
1993,2016-12-30,Atlanta,Detroit,True
1994,2016-12-30,Houston,LA Clippers,True
1995,2016-12-30,Minnesota,Milwaukee,True
1996,2016-12-30,New Orleans,New York,True
1997,2016-12-30,San Antonio,Portland,True
1998,2016-12-30,Denver,Philadelphia,False
1999,2016-12-30,Golden State,Dallas,True
2000,2016-12-31,Sacramento,Memphis,False
2001,2016-12-31,Chicago,Milwaukee,False
2002,2016-12-31,Charlotte,Cleveland,False
2003,2016-12-31,Houston,New York,True
2004,2016-12-31,Okla City,LA Clippers,True
2005,2016-12-31,Utah,Phoenix,True
2006,2015-12-01,Cleveland,Washington,False
2007,2015-12-01,Philadelphia,LA Lakers,True
2008,2015-12-01,Brooklyn,Phoenix,True
2009,2015-12-01,Minnesota,Orlando,False
2010,2015-12-01,New Orleans,Memphis,False
2011,2015-12-01,Portland,Dallas,False
2012,2015-12-02,Charlotte,Golden State,False
2013,2015-12-02,Washington,LA Lakers,False
2014,2015-12-02,Detroit,Phoenix,True
2015,2015-12-02,New York,Philadelphia,True
2016,2015-12-02,Atlanta,Toronto,False
2017,2015-12-02,Chicago,Denver,True
2018,2015-12-02,Houston,New Orleans,True
2019,2015-12-02,San Antonio,Milwaukee,True
2020,2015-12-02,LA Clippers,Indiana,False
2021,2015-12-03,Miami,Okla City,True
2022,2015-12-03,Toronto,Denver,False
2023,2015-12-03,Utah,Orlando,False
2024,2015-12-03,Memphis,San Antonio,False
2025,2015-12-03,Portland,Indiana,True
2026,2015-12-03,Sacramento,Boston,False
2027,2015-12-04,New York,Brooklyn,True
2028,2015-12-04,Washington,Phoenix,True
2029,2015-12-04,Detroit,Milwaukee,True
2030,2015-12-04,Atlanta,LA Lakers,True
2031,2015-12-04,Dallas,Houston,False
2032,2015-12-04,New Orleans,Cleveland,True
2033,2015-12-05,Philadelphia,Denver,False
2034,2015-12-05,Toronto,Golden State,False
2035,2015-12-05,Chicago,Charlotte,False
2036,2015-12-05,Houston,Sacramento,True
2037,2015-12-05,Miami,Cleveland,True
2038,2015-12-05,Minnesota,Portland,False
2039,2015-12-05,Milwaukee,New York,True
2040,2015-12-05,San Antonio,Boston,True
2041,2015-12-05,Utah,Indiana,True
2042,2015-12-05,LA Clippers,Orlando,True
2043,2015-12-06,Memphis,Phoenix,True
2044,2015-12-06,Brooklyn,Golden State,False
2045,2015-12-06,Detroit,LA Lakers,True
2046,2015-12-06,Washington,Dallas,False
2047,2015-12-06,Okla City,Sacramento,True
2048,2015-12-07,Charlotte,Detroit,True
2049,2015-12-07,Philadelphia,San Antonio,False
2050,2015-12-07,Miami,Washington,False
2051,2015-12-07,New York,Dallas,False
2052,2015-12-07,Toronto,LA Lakers,True
2053,2015-12-07,Chicago,Phoenix,False
2054,2015-12-07,Milwaukee,Portland,True
2055,2015-12-07,Minnesota,LA Clippers,False
2056,2015-12-07,New Orleans,Boston,False
2057,2015-12-08,Cleveland,Portland,True
2058,2015-12-08,Indiana,Golden State,False
2059,2015-12-08,Brooklyn,Houston,True
2060,2015-12-08,Memphis,Okla City,False
2061,2015-12-08,Denver,Orlando,False
2062,2015-12-08,Sacramento,Utah,True
2063,2015-12-09,Boston,Chicago,True
2064,2015-12-09,Charlotte,Miami,True
2065,2015-12-09,Washington,Houston,False
2066,2015-12-09,Detroit,Memphis,False
2067,2015-12-09,Toronto,San Antonio,True
2068,2015-12-09,Milwaukee,LA Clippers,False
2069,2015-12-09,Minnesota,LA Lakers,True
2070,2015-12-09,Phoenix,Orlando,True
2071,2015-12-09,Utah,New York,True
2072,2015-12-09,Dallas,Atlanta,False
2073,2015-12-10,Brooklyn,Philadelphia,True
2074,2015-12-10,Chicago,LA Clippers,True
2075,2015-12-10,Okla City,Atlanta,True
2076,2015-12-10,Sacramento,New York,True
2077,2015-12-11,Indiana,Miami,True
2078,2015-12-11,Orlando,Cleveland,False
2079,2015-12-11,Philadelphia,Detroit,False
2080,2015-12-11,Boston,Golden State,False
2081,2015-12-11,Toronto,Milwaukee,True
2082,2015-12-11,Memphis,Charlotte,False
2083,2015-12-11,New Orleans,Washington,True
2084,2015-12-11,Denver,Minnesota,True
2085,2015-12-11,Utah,Okla City,False
2086,2015-12-11,Phoenix,Portland,False
2087,2015-12-11,San Antonio,LA Lakers,True
2088,2015-12-12,Brooklyn,LA Clippers,False
2089,2015-12-12,Charlotte,Boston,False
2090,2015-12-12,Detroit,Indiana,True
2091,2015-12-12,Atlanta,San Antonio,False
2092,2015-12-12,Chicago,New Orleans,True
2093,2015-12-12,Houston,LA Lakers,True
2094,2015-12-12,Dallas,Washington,False
2095,2015-12-12,Milwaukee,Golden State,True
2096,2015-12-12,Portland,New York,False
2097,2015-12-13,Phoenix,Minnesota,True
2098,2015-12-13,Miami,Memphis,True
2099,2015-12-13,Toronto,Philadelphia,True
2100,2015-12-13,Okla City,Utah,True
2101,2015-12-14,Indiana,Toronto,True
2102,2015-12-14,Brooklyn,Orlando,False
2103,2015-12-14,Detroit,LA Clippers,False
2104,2015-12-14,Atlanta,Miami,False
2105,2015-12-14,Chicago,Philadelphia,True
2106,2015-12-14,Memphis,Washington,True
2107,2015-12-14,Dallas,Phoenix,True
2108,2015-12-14,San Antonio,Utah,True
2109,2015-12-14,Denver,Houston,True
2110,2015-12-14,Portland,New Orleans,True
2111,2015-12-15,Boston,Cleveland,False
2112,2015-12-15,Minnesota,Denver,False
2113,2015-12-15,Sacramento,Houston,True
2114,2015-12-15,LA Lakers,Milwaukee,True
2115,2015-12-16,Indiana,Dallas,True
2116,2015-12-16,Orlando,Charlotte,True
2117,2015-12-16,Brooklyn,Miami,False
2118,2015-12-16,Detroit,Boston,True
2119,2015-12-16,New York,Minnesota,True
2120,2015-12-16,Atlanta,Philadelphia,True
2121,2015-12-16,Chicago,Memphis,True
2122,2015-12-16,Okla City,Portland,True
2123,2015-12-16,San Antonio,Washington,True
2124,2015-12-16,Utah,New Orleans,False
2125,2015-12-16,Golden State,Phoenix,True
2126,2015-12-16,LA Clippers,Milwaukee,True
2127,2015-12-17,Charlotte,Toronto,True
2128,2015-12-17,Cleveland,Okla City,True
2129,2015-12-17,LA Lakers,Houston,False
2130,2015-12-18,Indiana,Brooklyn,True
2131,2015-12-18,Orlando,Portland,True
2132,2015-12-18,Philadelphia,New York,False
2133,2015-12-18,Boston,Atlanta,False
2134,2015-12-18,Chicago,Detroit,False
2135,2015-12-18,Miami,Toronto,False
2136,2015-12-18,Minnesota,Sacramento,True
2137,2015-12-18,San Antonio,LA Clippers,True
2138,2015-12-18,Dallas,Memphis,True
2139,2015-12-18,Utah,Denver,True
2140,2015-12-18,Golden State,Milwaukee,True
2141,2015-12-18,Phoenix,New Orleans,True
2142,2015-12-19,Okla City,LA Lakers,True
2143,2015-12-19,Washington,Charlotte,True
2144,2015-12-19,New York,Chicago,True
2145,2015-12-19,Houston,LA Clippers,True
2146,2015-12-19,Memphis,Indiana,True
2147,2015-12-20,Brooklyn,Minnesota,False
2148,2015-12-20,Miami,Portland,True
2149,2015-12-20,Cleveland,Philadelphia,True
2150,2015-12-20,Phoenix,Milwaukee,False
2151,2015-12-20,Orlando,Atlanta,False
2152,2015-12-20,Toronto,Sacramento,False
2153,2015-12-20,Denver,New Orleans,False
2154,2015-12-21,Washington,Sacramento,True
2155,2015-12-21,Boston,Minnesota,True
2156,2015-12-21,New York,Orlando,False
2157,2015-12-21,Atlanta,Portland,True
2158,2015-12-21,Chicago,Brooklyn,False
2159,2015-12-21,Houston,Charlotte,True
2160,2015-12-21,San Antonio,Indiana,True
2161,2015-12-21,Utah,Phoenix,True
2162,2015-12-21,LA Clippers,Okla City,False
2163,2015-12-22,Philadelphia,Memphis,False
2164,2015-12-22,Miami,Detroit,False
2165,2015-12-22,Toronto,Dallas,True
2166,2015-12-22,Denver,LA Lakers,False
2167,2015-12-23,Charlotte,Boston,False
2168,2015-12-23,Cleveland,New York,True
2169,2015-12-23,Indiana,Sacramento,False
2170,2015-12-23,Orlando,Houston,True
2171,2015-12-23,Washington,Memphis,True
2172,2015-12-23,Brooklyn,Dallas,False
2173,2015-12-23,Atlanta,Detroit,True
2174,2015-12-23,Milwaukee,Philadelphia,True
2175,2015-12-23,Minnesota,San Antonio,False
2176,2015-12-23,New Orleans,Portland,True
2177,2015-12-23,Phoenix,Denver,False
2178,2015-12-23,Golden State,Utah,True
2179,2015-12-23,LA Lakers,Okla City,False
2180,2015-12-25,Miami,New Orleans,True
2181,2015-12-25,Okla City,Chicago,False
2182,2015-12-25,Golden State,Cleveland,True
2183,2015-12-25,Houston,San Antonio,True
2184,2015-12-25,LA Lakers,LA Clippers,False
2185,2015-12-26,Brooklyn,Washington,False
2186,2015-12-26,Milwaukee,Toronto,False
2187,2015-12-26,Charlotte,Memphis,True
2188,2015-12-26,New Orleans,Houston,True
2189,2015-12-26,Orlando,Miami,False
2190,2015-12-26,Atlanta,New York,True
2191,2015-12-26,Detroit,Boston,False
2192,2015-12-26,Minnesota,Indiana,False
2193,2015-12-26,Dallas,Chicago,True
2194,2015-12-26,San Antonio,Denver,True
2195,2015-12-26,Phoenix,Philadelphia,False
2196,2015-12-26,Utah,LA Clippers,False
2197,2015-12-26,Portland,Cleveland,True
2198,2015-12-27,Memphis,LA Lakers,True
2199,2015-12-27,Boston,New York,True
2200,2015-12-27,Okla City,Denver,True
2201,2015-12-27,Sacramento,Portland,False
2202,2015-12-28,Charlotte,LA Lakers,True
2203,2015-12-28,Indiana,Atlanta,True
2204,2015-12-28,Orlando,New Orleans,True
2205,2015-12-28,Washington,LA Clippers,False
2206,2015-12-28,Miami,Brooklyn,False
2207,2015-12-28,Chicago,Toronto,True
2208,2015-12-28,Dallas,Milwaukee,True
2209,2015-12-28,San Antonio,Minnesota,True
2210,2015-12-28,Phoenix,Cleveland,False
2211,2015-12-28,Utah,Philadelphia,True
2212,2015-12-28,Golden State,Sacramento,True
2213,2015-12-29,New York,Detroit,True
2214,2015-12-29,Houston,Atlanta,False
2215,2015-12-29,Memphis,Miami,True
2216,2015-12-29,Okla City,Milwaukee,True
2217,2015-12-29,Denver,Cleveland,False
2218,2015-12-30,Charlotte,LA Clippers,False
2219,2015-12-30,Orlando,Brooklyn,True
2220,2015-12-30,Boston,LA Lakers,False
2221,2015-12-30,Toronto,Washington,True
2222,2015-12-30,Chicago,Indiana,True
2223,2015-12-30,Minnesota,Utah,True
2224,2015-12-30,Dallas,Golden State,True
2225,2015-12-30,San Antonio,Phoenix,True
2226,2015-12-30,Portland,Denver,True
2227,2015-12-30,Sacramento,Philadelphia,False
2228,2015-12-31,Detroit,Minnesota,True
2229,2015-12-31,Indiana,Milwaukee,False
2230,2015-12-31,Houston,Golden State,False
2231,2015-12-31,New Orleans,LA Clippers,False
2232,2015-12-31,Okla City,Phoenix,True
2233,2015-12-31,Utah,Portland,True
2234,2017-12-01,Orlando,Golden State,False
2235,2017-12-01,Washington,Detroit,True
2236,2017-12-01,Toronto,Indiana,True
2237,2017-12-01,Chicago,Sacramento,False
2238,2017-12-01,Memphis,San Antonio,False
2239,2017-12-01,Miami,Charlotte,True
2240,2017-12-01,Okla City,Minnesota,True
2241,2017-12-01,Utah,New Orleans,True
2242,2017-12-02,Boston,Phoenix,True
2243,2017-12-02,Dallas,LA Clippers,True
2244,2017-12-02,Brooklyn,Atlanta,False
2245,2017-12-02,Cleveland,Memphis,True
2246,2017-12-02,Philadelphia,Detroit,True
2247,2017-12-02,Milwaukee,Sacramento,True
2248,2017-12-02,Denver,LA Lakers,True
2249,2017-12-02,Portland,New Orleans,False
2250,2017-12-03,New York,Orlando,False
2251,2017-12-03,Miami,Golden State,False
2252,2017-12-03,Minnesota,LA Clippers,True
2253,2017-12-03,Okla City,San Antonio,True
2254,2017-12-03,LA Lakers,Houston,False
2255,2017-12-04,Charlotte,Orlando,True
2256,2017-12-04,Indiana,New York,True
2257,2017-12-04,Philadelphia,Phoenix,False
2258,2017-12-04,Atlanta,Brooklyn,False
2259,2017-12-04,Boston,Milwaukee,True
2260,2017-12-04,Chicago,Cleveland,False
2261,2017-12-04,Memphis,Minnesota,True
2262,2017-12-04,New Orleans,Golden State,False
2263,2017-12-04,Dallas,Denver,True
2264,2017-12-04,San Antonio,Detroit,True
2265,2017-12-04,Utah,Washington,True
2266,2017-12-05,Toronto,Phoenix,True
2267,2017-12-05,Okla City,Utah,True
2268,2017-12-05,Portland,Washington,False
2269,2017-12-06,Cleveland,Sacramento,True
2270,2017-12-06,Indiana,Chicago,True
2271,2017-12-06,Orlando,Atlanta,True
2272,2017-12-06,Boston,Dallas,True
2273,2017-12-06,New York,Memphis,True
2274,2017-12-06,Charlotte,Golden State,False
2275,2017-12-06,Milwaukee,Detroit,True
2276,2017-12-06,New Orleans,Denver,True
2277,2017-12-06,San Antonio,Miami,True
2278,2017-12-06,LA Clippers,Minnesota,False
2279,2017-12-07,Philadelphia,LA Lakers,False
2280,2017-12-07,Phoenix,Washington,False
2281,2017-12-07,Brooklyn,Okla City,True
2282,2017-12-07,Utah,Houston,False
2283,2017-12-08,Charlotte,Chicago,False
2284,2017-12-08,Detroit,Golden State,False
2285,2017-12-08,Indiana,Cleveland,True
2286,2017-12-08,Orlando,Denver,False
2287,2017-12-08,Memphis,Toronto,False
2288,2017-12-08,Milwaukee,Dallas,True
2289,2017-12-08,New Orleans,Sacramento,False
2290,2017-12-08,San Antonio,Boston,True
2291,2017-12-09,LA Clippers,Washington,True
2292,2017-12-09,Brooklyn,Miami,False
2293,2017-12-09,Charlotte,LA Lakers,False
2294,2017-12-09,Atlanta,Orlando,True
2295,2017-12-09,Chicago,New York,True
2296,2017-12-09,Cleveland,Philadelphia,True
2297,2017-12-09,Milwaukee,Utah,True
2298,2017-12-09,Memphis,Okla City,False
2299,2017-12-09,Phoenix,San Antonio,False
2300,2017-12-09,Portland,Houston,False
2301,2017-12-10,Sacramento,Toronto,False
2302,2017-12-10,Detroit,Boston,False
2303,2017-12-10,Indiana,Denver,True
2304,2017-12-10,Minnesota,Dallas,True
2305,2017-12-10,New Orleans,Philadelphia,True
2306,2017-12-10,New York,Atlanta,True
2307,2017-12-11,Chicago,Boston,True
2308,2017-12-11,Houston,New Orleans,True
2309,2017-12-11,Memphis,Miami,False
2310,2017-12-11,Okla City,Charlotte,False
2311,2017-12-11,Golden State,Portland,True
2312,2017-12-11,LA Clippers,Toronto,True
2313,2017-12-12,Cleveland,Atlanta,True
2314,2017-12-12,Detroit,Denver,False
2315,2017-12-12,New York,LA Lakers,True
2316,2017-12-12,Brooklyn,Washington,True
2317,2017-12-12,Dallas,San Antonio,True
2318,2017-12-12,Minnesota,Philadelphia,False
2319,2017-12-12,Sacramento,Phoenix,True
2320,2017-12-13,Indiana,Okla City,False
2321,2017-12-13,Orlando,LA Clippers,False
2322,2017-12-13,Washington,Memphis,True
2323,2017-12-13,Boston,Denver,True
2324,2017-12-13,Miami,Portland,False
2325,2017-12-13,Chicago,Utah,True
2326,2017-12-13,New Orleans,Milwaukee,True
2327,2017-12-13,Phoenix,Toronto,False
2328,2017-12-13,Houston,Charlotte,True
2329,2017-12-14,Atlanta,Detroit,False
2330,2017-12-14,Brooklyn,New York,False
2331,2017-12-14,Cleveland,LA Lakers,True
2332,2017-12-14,Minnesota,Sacramento,True
2333,2017-12-14,Golden State,Dallas,True
2334,2017-12-15,Charlotte,Miami,False
2335,2017-12-15,Indiana,Detroit,False
2336,2017-12-15,Orlando,Portland,False
2337,2017-12-15,Philadelphia,Okla City,False
2338,2017-12-15,Washington,LA Clippers,True
2339,2017-12-15,Boston,Utah,False
2340,2017-12-15,Toronto,Brooklyn,True
2341,2017-12-15,Memphis,Atlanta,True
2342,2017-12-15,Milwaukee,Chicago,False
2343,2017-12-15,Denver,New Orleans,True
2344,2017-12-15,Houston,San Antonio,True
2345,2017-12-16,Charlotte,Portland,False
2346,2017-12-16,Cleveland,Utah,True
2347,2017-12-16,New York,Okla City,True
2348,2017-12-16,Houston,Milwaukee,True
2349,2017-12-16,Miami,LA Clippers,True
2350,2017-12-16,Minnesota,Phoenix,False
2351,2017-12-16,San Antonio,Dallas,True
2352,2017-12-16,Memphis,Boston,False
2353,2017-12-17,Toronto,Sacramento,True
2354,2017-12-17,Detroit,Orlando,True
2355,2017-12-17,Brooklyn,Indiana,False
2356,2017-12-17,Washington,Cleveland,False
2357,2017-12-18,Charlotte,New York,True
2358,2017-12-18,Indiana,Boston,False
2359,2017-12-18,Atlanta,Miami,True
2360,2017-12-18,Chicago,Philadelphia,True
2361,2017-12-18,Houston,Utah,True
2362,2017-12-18,Minnesota,Portland,True
2363,2017-12-18,Okla City,Denver,True
2364,2017-12-18,Dallas,Phoenix,False
2365,2017-12-18,San Antonio,LA Clippers,True
2366,2017-12-18,LA Lakers,Golden State,False
2367,2017-12-19,Philadelphia,Sacramento,False
2368,2017-12-19,Washington,New Orleans,True
2369,2017-12-19,Milwaukee,Cleveland,True
2370,2017-12-20,Charlotte,Toronto,False
2371,2017-12-20,Atlanta,Indiana,False
2372,2017-12-20,Boston,Miami,False
2373,2017-12-20,Brooklyn,Sacramento,False
2374,2017-12-20,Chicago,Orlando,True
2375,2017-12-20,Houston,LA Lakers,False
2376,2017-12-20,Okla City,Utah,True
2377,2017-12-20,Dallas,Detroit,True
2378,2017-12-20,Denver,Minnesota,False
2379,2017-12-20,Portland,San Antonio,False
2380,2017-12-20,Golden State,Memphis,True
2381,2017-12-20,LA Clippers,Phoenix,True
2382,2017-12-21,Cleveland,Chicago,True
2383,2017-12-21,Philadelphia,Toronto,False
2384,2017-12-21,New York,Boston,True
2385,2017-12-21,Phoenix,Memphis,True
2386,2017-12-21,Utah,San Antonio,True
2387,2017-12-22,Detroit,New York,True
2388,2017-12-22,Orlando,New Orleans,False
2389,2017-12-22,Brooklyn,Washington,True
2390,2017-12-22,Houston,LA Clippers,False
2391,2017-12-22,Miami,Dallas,True
2392,2017-12-22,Milwaukee,Charlotte,True
2393,2017-12-22,Okla City,Atlanta,True
2394,2017-12-22,Portland,Denver,False
2395,2017-12-22,Golden State,LA Lakers,True
2396,2017-12-23,Toronto,Philadelphia,True
2397,2017-12-23,Charlotte,Milwaukee,True
2398,2017-12-23,Indiana,Brooklyn,True
2399,2017-12-23,Washington,Orlando,True
2400,2017-12-23,Atlanta,Dallas,True
2401,2017-12-23,Boston,Chicago,True
2402,2017-12-23,Memphis,LA Clippers,True
2403,2017-12-23,Miami,New Orleans,False
2404,2017-12-23,Utah,Okla City,False
2405,2017-12-23,Golden State,Denver,False
2406,2017-12-23,Phoenix,Minnesota,False
2407,2017-12-23,LA Lakers,Portland,False
2408,2017-12-23,Sacramento,San Antonio,False
2409,2017-12-25,New York,Philadelphia,False
2410,2017-12-25,Golden State,Cleveland,True
2411,2017-12-25,Boston,Washington,False
2412,2017-12-25,Okla City,Houston,True
2413,2017-12-25,LA Lakers,Minnesota,False
2414,2017-12-26,Dallas,Toronto,True
2415,2017-12-26,Detroit,Indiana,True
2416,2017-12-26,Miami,Orlando,True
2417,2017-12-26,Milwaukee,Chicago,False
2418,2017-12-26,San Antonio,Brooklyn,True
2419,2017-12-26,Denver,Utah,True
2420,2017-12-26,Phoenix,Memphis,True
2421,2017-12-26,LA Clippers,Sacramento,True
2422,2017-12-27,Charlotte,Boston,False
2423,2017-12-27,Indiana,Dallas,False
2424,2017-12-27,Atlanta,Washington,True
2425,2017-12-27,Chicago,New York,True
2426,2017-12-27,Minnesota,Denver,True
2427,2017-12-27,New Orleans,Brooklyn,True
2428,2017-12-27,Okla City,Toronto,True
2429,2017-12-27,Sacramento,Cleveland,True
2430,2017-12-27,Golden State,Utah,True
2431,2017-12-27,LA Lakers,Memphis,False
2432,2017-12-28,Orlando,Detroit,True
2433,2017-12-28,Boston,Houston,True
2434,2017-12-28,Milwaukee,Minnesota,True
2435,2017-12-28,San Antonio,New York,True
2436,2017-12-28,Portland,Philadelphia,True
2437,2017-12-29,Washington,Houston,True
